Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75	start_76	end_76	start_77	end_77	start_78	end_78	start_79	end_79	start_80	end_80	start_81	end_81	start_82	end_82	start_83	end_83	start_84	end_84	start_85	end_85	start_86	end_86	start_87	end_87	start_88	end_88	start_89	end_89	start_90	end_90	start_91	end_91	start_92	end_92	start_93	end_93	start_94	end_94	start_95	end_95	start_96	end_96	start_97	end_97	start_98	end_98	start_99	end_99	start_100	end_100	start_101	end_101	start_102	end_102	start_103	end_103	start_104	end_104	start_105	end_105	start_106	end_106	start_107	end_107	start_108	end_108	start_109	end_109	start_110	end_110	start_111	end_111	start_112	end_112	start_113	end_113	start_114	end_114	start_115	end_115	start_116	end_116	start_117	end_117	start_118	end_118	start_119	end_119	start_120	end_120	start_121	end_121	start_122	end_122	start_123	end_123	start_124	end_124	start_125	end_125	start_126	end_126	start_127	end_127	start_128	end_128	start_129	end_129	start_130	end_130	start_131	end_131	start_132	end_132	start_133	end_133	start_134	end_134	start_135	end_135	start_136	end_136	start_137	end_137	start_138	end_138	start_139	end_139	start_140	end_140	start_141	end_141	start_142	end_142	start_143	end_143	start_144	end_144	start_145	end_145	start_146	end_146	start_147	end_147	start_148	end_148	start_149	end_149	start_150	end_150	start_151	end_151	start_152	end_152	start_153	end_153	start_154	end_154	start_155	end_155	start_156	end_156	start_157	end_157	start_158	end_158	start_159	end_159	start_160	end_160	start_161	end_161	start_162	end_162	start_163	end_163	start_164	end_164	start_165	end_165	start_166	end_166	start_167	end_167	start_168	end_168	start_169	end_169	start_170	end_170	start_171	end_171	start_172	end_172	start_173	end_173	start_174	end_174	start_175	end_175	start_176	end_176	start_177	end_177	start_178	end_178	start_179	end_179	start_180	end_180	start_181	end_181	start_182	end_182	start_183	end_183	start_184	end_184	start_185	end_185	start_186	end_186	start_187	end_187	start_188	end_188	start_189	end_189	start_190	end_190	start_191	end_191	start_192	end_192	start_193	end_193
1170	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	10	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	7	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	8	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	10	3	4	10	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	10	10	4	10	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	5	5	5	1	5	1	1	4	8	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1180	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	4	4	4	4	4	4	4	4	1	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	3	7	1	3	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	4	4	10	10	3	10	1	3	1	1	4	4	4	4	10	4	10	10	4	4	4	10	4	4	4	10	4	4	4	4	8	4	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	5	5	1	5	1	1	1	1	1	1	4	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1190	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	8	8	4	4	4	4	4	4	4	4	4	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	3	7	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	10	4	3	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	5	1	5	1	1	1	1	4	1	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10
1200	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	2	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	4	9	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	7	3	3	10	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	10	4	4	4	4	3	4	3	3	4	10	4	4	4	4	4	4	4	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	5	1	1	1	1	1	1	1	1	8	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	8	8
1210	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	8	8	8	8	4	8	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	7	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	10	4	4	4	4	10	4	4	10	4	4	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	5	1	5	1	1	1	1	4	1	10	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10
1220	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	10	4	4	4	4	4	4	4	4	4	4	9	4	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	8	8	8	8	4	8	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	7	2	3	7	4	10	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	10	4	4	10	4	4	4	4	4	4	4	10	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	2	2	5	5	1	5	1	1	1	1	4	1	4	4	3	3	3	3	3	3	3	3	3	3	10	3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	4
1230	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	8	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	8	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	7	4	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	10	3	4	10	4	4	4	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	10	1	10	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10
1240	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	10	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	4	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	1	8	1	4	8	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	10	7	10	10	4	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	4	4	10	10	10	10	4	10	4	4	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	5	5	1	5	1	1	1	1	4	1	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1250	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	1	1	1	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	8	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	4	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	8	8	8	8	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	4	8	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	3	4	4	3	3	3	3	3	3	3	3	3	3	10	3	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	1	4	8	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	4
1260	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	10	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	9	4	8	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	4	8	4	4	4	4	4	4	4	9	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	10	7	10	10	10	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	4	4	10	10	3	10	3	3	4	10	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	1	1	1	4	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1270	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	4	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	7	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	8	2	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	8	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	7	4	3	4	4	4	4	3	3	3	3	3	3	10	3	3	3	3	3	4	10	10	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	8	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	8	4	8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1280	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	5	2	5	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	4	3	4	4	10	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	8	8	1	8	8	4	8	4	4	4	4	4	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	10	10	3	10	3	3	4	4	4	4	4	4	10	4	10	10	4	10	4	4	4	10	4	4	4	4	3	4	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	2	5	1	5	1	1	1	1	3	1	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10
1290	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	10	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	8	1	1	8	1	4	8	4	4	4	4	4	4	4	4	10	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	7	3	3	10	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	4	4	10	10	10	10	3	10	4	10	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	5	5	1	5	1	1	1	1	4	1	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1300	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	10	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	4	4	10	4	4	4	4	4	4	1	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	1	1	1	8	1	1	4	1	4	4	4	4	4	4	8	8	4	8	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	10	3	4	10	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	10	4	4	10	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	5	1	5	1	1	1	1	4	1	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	10	10
1310	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	10	10	3	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	10	10	4	4	4	4	4	4	4	2	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	4	1	4	8	4	4	4	4	4	4	4	4	4	10	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	7	3	3	10	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	3	4	4	10	10	3	10	3	3	4	10	4	4	4	4	4	4	4	4	10	10	4	10	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	5	5	5	5	1	5	1	1	4	1	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10
1320	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	10	4	3	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	9	3	3	10	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	2	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	10	4	4	4	4	4	4	4	2	8	8	1	1	8	1	1	1	1	1	1	1	1	1	1	1	4	4	4	8	4	4	1	1	1	1	1	1	1	1	4	8	4	8	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	6	2	3	2	2	2	2	4	2	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	10	4	4	4	4	4	4	4	10	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	4	1	8	1	1	8	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	8	8
